judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
Partai Golkar Mengajukan Surat Permohonan Pembatalan Hasil Pilpres,"Eng Ing Eng ….
Ada Apakah Gerangan Partai Golkar Tiba2 Mengajukan Surat Permohonan Pembatalan Hasil Pilpres Yg Diumumkan KPU 21 Mei 2019 Ke MK…..?
#GerakanKedaulatanRakyat",eng ing eng … ada gerangan partai golkar tiba mengajukan surat permohonan pembatalan hasil pilpres diumumkan kpu mei mk… gerakankedaulatanrakyat,"['eng', 'ing', 'eng', '…', 'ada', 'gerangan', 'partai', 'golkar', 'tiba', 'mengajukan', 'surat', 'permohonan', 'pembatalan', 'hasil', 'pilpres', 'diumumkan', 'kpu', 'mei', 'mk…', 'gerakankedaulatanrakyat']",<FreqDist with 19 samples and 20 outcomes>,"['eng', 'ing', 'eng', '', 'ada', 'gerangan', 'partai', 'golkar', 'tiba', 'aju', 'surat', 'mohon', 'batal', 'hasil', 'pilpres', 'umum', 'kpu', 'mei', 'mk', 'gerakankedaulatanrakyat']",1,positive,1
wiranto akan melakukan kecurangan terhadap peghitungan suara,"Nah lo..!!para petinggi HANURA PUSAT bicara blak2 kan..
Sepak terjang wiranto.
seorang wiranto udah jelas niat wiranto akan melakukan kecurangan terhadap peghitungan suara…yg bongkar ini pimpinan partai hanura sendiri",nah lopara petinggi hanura pusat bicara blak kan sepak terjang wiranto seorang wiranto udah jelas niat wiranto melakukan kecurangan peghitungan suara…yg bongkar pimpinan partai hanura sendiri,"['nah', 'lopara', 'petinggi', 'hanura', 'pusat', 'bicara', 'blak', 'kan', 'sepak', 'terjang', 'wiranto', 'seorang', 'wiranto', 'udah', 'jelas', 'niat', 'wiranto', 'melakukan', 'kecurangan', 'peghitungan', 'suara…yg', 'bongkar', 'pimpinan', 'partai', 'hanura', 'sendiri']",<FreqDist with 23 samples and 26 outcomes>,"['nah', 'lopara', 'petinggi', 'hanura', 'pusat', 'bicara', 'blak', 'kan', 'sepak', 'terjang', 'wiranto', 'orang', 'wiranto', 'udah', 'jelas', 'niat', 'wiranto', 'laku', 'curang', 'peghitungan', 'suara yg', 'bongkar', 'pimpin', 'partai', 'hanura', 'sendiri']",-11,negative,-1
Adanya Teroris di Minut Sulawesi Utara,"Info di Desa Klabat terkini terjadi kekacauan.

Kepada seluruh Ormas adat Minahasa dan Tou Minahasa di harapkan kehadirannya sekarang juga di Desa klabat terkini kedatangan orang orang tanpa identitas (ktp) dan tanpa surat jalan dari dorang pe asal dan ketika di tanya oleh kuntua cuma ja tatawa akang,dorang yang ingin membuat keonaran di tana Minahasa.",info desa klabat terkini terjadi kekacauan kepada seluruh ormas adat minahasa tou minahasa harapkan kehadirannya sekarang desa klabat terkini kedatangan orang orang identitas ktp tanpa surat jalan dorang pe asal ketika tanya kuntua cuma ja tatawa akangdorang ingin membuat keonaran di tana minahasa,"['info', 'desa', 'klabat', 'terkini', 'terjadi', 'kekacauan', 'kepada', 'seluruh', 'ormas', 'adat', 'minahasa', 'tou', 'minahasa', 'harapkan', 'kehadirannya', 'sekarang', 'desa', 'klabat', 'terkini', 'kedatangan', 'orang', 'orang', 'identitas', 'ktp', 'tanpa', 'surat', 'jalan', 'dorang', 'pe', 'asal', 'ketika', 'tanya', 'kuntua', 'cuma', 'ja', 'tatawa', 'akangdorang', 'ingin', 'membuat', 'keonaran', 'di', 'tana', 'minahasa']",<FreqDist with 37 samples and 43 outcomes>,"['info', 'desa', 'klabat', 'kini', 'jadi', 'kacau', 'kepada', 'seluruh', 'ormas', 'adat', 'minahasa', 'tou', 'minahasa', 'harap', 'hadir', 'sekarang', 'desa', 'klabat', 'kini', 'datang', 'orang', 'orang', 'identitas', 'ktp', 'tanpa', 'surat', 'jalan', 'dorang', 'pe', 'asal', 'ketika', 'tanya', 'kuntua', 'cuma', 'ja', 'tatawa', 'akangdorang', 'ingin', 'buat', 'onar', 'di', 'tana', 'minahasa']",-5,negative,-1
Mobil Avanza Masuk Makam di Sukorejo Dikarenakan Hal Mistis,"Avanza tadi malam
Supirnya digoda cewek, diajak mampir kerumahnya dan disuruh nginep…
Pager sekelilingnya masih utuh
Hantu milenial suka avanza hehehehe",avanza tadi malam supirnya digoda cewek diajak mampir kerumahnya disuruh nginep… pager sekelilingnya utuh hantu milenial suka avanza hehehehe,"['avanza', 'tadi', 'malam', 'supirnya', 'digoda', 'cewek', 'diajak', 'mampir', 'kerumahnya', 'disuruh', 'nginep…', 'pager', 'sekelilingnya', 'utuh', 'hantu', 'milenial', 'suka', 'avanza', 'hehehehe']",<FreqDist with 18 samples and 19 outcomes>,"['avanza', 'tadi', 'malam', 'supirnya', 'goda', 'cewek', 'ajak', 'mampir', 'rumah', 'suruh', 'nginep', 'pager', 'keliling', 'utuh', 'hantu', 'milenial', 'suka', 'avanza', 'hehehehe']",-2,negative,-1
"Sri Mulyani Beri Klarifikasi Terkait Sajak yang Berisi tentang Keluarga, Kehilangan dan Lion Air JT 610","Setelah setelah saya konfirmasi, beliau menyatakan tidak membuat tulisan tersebut",setelah konfirmasi beliau menyatakan membuat tulisan tersebut,"['setelah', 'konfirmasi', 'beliau', 'menyatakan', 'membuat', 'tulisan', 'tersebut']",<FreqDist with 7 samples and 7 outcomes>,"['telah', 'konfirmasi', 'beliau', 'nyata', 'buat', 'tulis', 'sebut']",4,positive,1
TNI: Indonesia Tidak Langgar Perbatasan Timor Leste,"David Diaz Ximenes, anggota Komisi VIII Parlemen Nasional Bidang Pertahanan dan Kerjasama Luar Negeri Timor Leste sempat menuduh ada warga negara Indonesia dari Desa Manusasi sudah melanggar perbatasan antara Indonesia-Timor Leste.",david diaz ximenes anggota komisi viii parlemen nasional bidang pertahanan kerjasama luar negeri timor leste sempat menuduh warga negara indonesia desa manusasi melanggar perbatasan indonesiatimor leste,"['david', 'diaz', 'ximenes', 'anggota', 'komisi', 'viii', 'parlemen', 'nasional', 'bidang', 'pertahanan', 'kerjasama', 'luar', 'negeri', 'timor', 'leste', 'sempat', 'menuduh', 'warga', 'negara', 'indonesia', 'desa', 'manusasi', 'melanggar', 'perbatasan', 'indonesiatimor', 'leste']",<FreqDist with 25 samples and 26 outcomes>,"['david', 'diaz', 'ximenes', 'anggota', 'komisi', 'viii', 'parlemen', 'nasional', 'bidang', 'tahan', 'kerjasama', 'luar', 'negeri', 'timor', 'leste', 'sempat', 'tuduh', 'warga', 'negara', 'indonesia', 'desa', 'manusasi', 'langgar', 'batas', 'indonesiatimor', 'leste']",-5,negative,-1
Korban Radiasi HP,Bukan berantem sama orang apa lagi sama pacar..,bukan berantem sama orang apa sama pacar,"['bukan', 'berantem', 'sama', 'orang', 'apa', 'sama', 'pacar']",<FreqDist with 6 samples and 7 outcomes>,"['bukan', 'antem', 'sama', 'orang', 'apa', 'sama', 'pacar']",-5,negative,-1
Sindrom Siklopia,Cyclopia (juga cyclocephaly atau synophthalmia) adalah bentuk langka dari holoprosencephaly,cyclopia cyclocephaly synophthalmia bentuk langka holoprosencephaly,"['cyclopia', 'cyclocephaly', 'synophthalmia', 'bentuk', 'langka', 'holoprosencephaly']",<FreqDist with 6 samples and 6 outcomes>,"['cyclopia', 'cyclocephaly', 'synophthalmia', 'bentuk', 'langka', 'holoprosencephaly']",-1,negative,-1
Gambar Masjid Pertama di atas Kapal Induk,"Saya bersumpah akan bagikan masjid pertama diatas kapal ini.. Udah janji ayo tepati!
 siapa yg bagikan n menulis aamiin semoga besok pagi berlimpah rezekinya aamiin..",bersumpah bagikan masjid pertama diatas kapal udah janji ayo tepati siapa bagikan menulis aamiin semoga besok pagi berlimpah rezekinya aamiin,"['bersumpah', 'bagikan', 'masjid', 'pertama', 'diatas', 'kapal', 'udah', 'janji', 'ayo', 'tepati', 'siapa', 'bagikan', 'menulis', 'aamiin', 'semoga', 'besok', 'pagi', 'berlimpah', 'rezekinya', 'aamiin']",<FreqDist with 18 samples and 20 outcomes>,"['sumpah', 'bagi', 'masjid', 'pertama', 'atas', 'kapal', 'udah', 'janji', 'ayo', 'tepat', 'siapa', 'bagi', 'tulis', 'aamiin', 'moga', 'besok', 'pagi', 'limpah', 'rezeki', 'aamiin']",6,positive,1
Permen Mengandung Narkoba Kasus Siswa SD Solok,"Kepala BBPOM Padang, Martin Suhendrik menjelaskan pihaknya langsung menurunkan tim untuk mengambil sampel permen yang disebut mengandung narkoba. “Kami mendapat info terkait kasus tersebut Jumat lalu dari pihak kepolisian. Hari itu juga saya perintahkan tim turun. Hasil dari uji labor permen dimaksud negatif dari unsur narkoba,” terang Martin.",kepala bbpom padang martin suhendrik menjelaskan pihaknya langsung menurunkan tim mengambil sampel permen disebut mengandung narkoba “ kami mendapat info terkait kasus tersebut jumat lalu pihak kepolisian hari juga perintahkan tim turun hasil uji labor permen dimaksud negatif unsur narkoba ” terang martin,"['kepala', 'bbpom', 'padang', 'martin', 'suhendrik', 'menjelaskan', 'pihaknya', 'langsung', 'menurunkan', 'tim', 'mengambil', 'sampel', 'permen', 'disebut', 'mengandung', 'narkoba', '“', 'kami', 'mendapat', 'info', 'terkait', 'kasus', 'tersebut', 'jumat', 'lalu', 'pihak', 'kepolisian', 'hari', 'juga', 'perintahkan', 'tim', 'turun', 'hasil', 'uji', 'labor', 'permen', 'dimaksud', 'negatif', 'unsur', 'narkoba', '”', 'terang', 'martin']",<FreqDist with 39 samples and 43 outcomes>,"['kepala', 'bbpom', 'padang', 'martin', 'suhendrik', 'jelas', 'pihak', 'langsung', 'turun', 'tim', 'ambil', 'sampel', 'permen', 'sebut', 'kandung', 'narkoba', '', 'kami', 'dapat', 'info', 'kait', 'kasus', 'sebut', 'jumat', 'lalu', 'pihak', 'polisi', 'hari', 'juga', 'perintah', 'tim', 'turun', 'hasil', 'uji', 'labor', 'permen', 'maksud', 'negatif', 'unsur', 'narkoba', '', 'terang', 'martin']",-13,negative,-1
Sering Minum Es Dapat Sebabkan Batuk dan Pilek,Jangan minum air es terlampau banyak. Ingatlah bahwa Anda saat ini sudah mulai batuk dan pilek.,jangan minum air es terlampau banyak ingatlah anda ini mulai batuk pilek,"['jangan', 'minum', 'air', 'es', 'terlampau', 'banyak', 'ingatlah', 'anda', 'ini', 'mulai', 'batuk', 'pilek']",<FreqDist with 12 samples and 12 outcomes>,"['jangan', 'minum', 'air', 'es', 'lampau', 'banyak', 'ingat', 'anda', 'ini', 'mulai', 'batuk', 'pilek']",-16,negative,-1
: IT KPU dituding Curang Matikan Server Situs KPU,Memanasnya pemilihan Gubernur DKI Jakarta banyak memunculkan spekulasi yang berujung pada hasut maupun fitnah. seperti salah satu akun pengguna facebook ini yang menilai bahwa ada kecurangan yang dilakukan oleh pihak IT dari KPU yang mematikan server se.,memanasnya pemilihan gubernur dki jakarta banyak memunculkan spekulasi berujung hasut maupun fitnah salah satu akun pengguna facebook menilai ada kecurangan dilakukan pihak it kpu yang mematikan server se,"['memanasnya', 'pemilihan', 'gubernur', 'dki', 'jakarta', 'banyak', 'memunculkan', 'spekulasi', 'berujung', 'hasut', 'maupun', 'fitnah', 'salah', 'satu', 'akun', 'pengguna', 'facebook', 'menilai', 'ada', 'kecurangan', 'dilakukan', 'pihak', 'it', 'kpu', 'yang', 'mematikan', 'server', 'se']",<FreqDist with 28 samples and 28 outcomes>,"['panas', 'pilih', 'gubernur', 'dki', 'jakarta', 'banyak', 'muncul', 'spekulasi', 'ujung', 'hasut', 'maupun', 'fitnah', 'salah', 'satu', 'akun', 'guna', 'facebook', 'nilai', 'ada', 'curang', 'laku', 'pihak', 'it', 'kpu', 'yang', 'mati', 'server', 'se']",-14,negative,-1
Larangan Takbiran di DKI Jakarta,"UNDANGAN TERBUKA UNTUK UMAT ISLAM
 
 Untuk menghidupkan malam Idul Fitri, sekaligus melestarikan tradisi Muslim di Nusantara, Front Pembela Islam (FPI) akan menggelar acara TAKBIRAN KELILING BESAR-BESARAN, pada:",undangan terbuka umat islam menghidupkan malam idul fitri sekaligus melestarikan tradisi muslim nusantara front pembela islam fpi menggelar acara takbiran keliling besarbesaran,"['undangan', 'terbuka', 'umat', 'islam', 'menghidupkan', 'malam', 'idul', 'fitri', 'sekaligus', 'melestarikan', 'tradisi', 'muslim', 'nusantara', 'front', 'pembela', 'islam', 'fpi', 'menggelar', 'acara', 'takbiran', 'keliling', 'besarbesaran']",<FreqDist with 21 samples and 22 outcomes>,"['undang', 'buka', 'umat', 'islam', 'hidup', 'malam', 'idul', 'fitri', 'sekaligus', 'lestari', 'tradisi', 'muslim', 'nusantara', 'front', 'bela', 'islam', 'fpi', 'gelar', 'acara', 'takbir', 'keliling', 'besarbesaran']",14,positive,1
APRIL MOP : Hari Dimana Umat Islam Di Bantai,"Hari ini, bertepatan dengan tanggal 1 di bulan April, dimana tanggal yang dikatakan banyak orang dengan sebutan â??April Mopâ?",hari bertepatan tanggal bulan april tanggal dikatakan banyak orang sebutan âapril mopâ,"['hari', 'bertepatan', 'tanggal', 'bulan', 'april', 'tanggal', 'dikatakan', 'banyak', 'orang', 'sebutan', 'âapril', 'mopâ']",<FreqDist with 11 samples and 12 outcomes>,"['hari', 'tepat', 'tanggal', 'bulan', 'april', 'tanggal', 'kata', 'banyak', 'orang', 'sebut', 'april', 'mop']",-6,negative,-1
US Government Funded Insect Spy Drone and Already in Production,US Government Funded Insect Spy Drone and Already in Production,us government funded insect spy drone and already in production,"['us', 'government', 'funded', 'insect', 'spy', 'drone', 'and', 'already', 'in', 'production']",<FreqDist with 10 samples and 10 outcomes>,"['us', 'government', 'funded', 'insect', 'spy', 'drone', 'and', 'already', 'in', 'production']",0,neutral,0
Foto Anies Baswedan Panen Padi Masih Hijau,Total Kadrun Idiot…!!!,total kadrun idiot…,"['total', 'kadrun', 'idiot…']",<FreqDist with 3 samples and 3 outcomes>,"['total', 'kadrun', 'idiot']",0,neutral,0
Haramnya Ilmu Filsafat,Hukum Belajar Ilmu Filsafat,hukum belajar ilmu filsafat,"['hukum', 'belajar', 'ilmu', 'filsafat']",<FreqDist with 4 samples and 4 outcomes>,"['hukum', 'ajar', 'ilmu', 'filsafat']",7,positive,1
Foto Struk Tarif Tol Ditambah dengan Tarif Tilang di Jalan Tol Jombang-Mojokerto,"Ati2 yg lewat tol kecepatan di atas rata rata, di tilang gak bisa ngelak, Rumus jarak di bagi waktu. Dan bayar tilang di pintu keluar tol.",ati lewat tol kecepatan atas rata rata tilang gak ngelak rumus jarak bagi waktu bayar tilang pintu keluar tol,"['ati', 'lewat', 'tol', 'kecepatan', 'atas', 'rata', 'rata', 'tilang', 'gak', 'ngelak', 'rumus', 'jarak', 'bagi', 'waktu', 'bayar', 'tilang', 'pintu', 'keluar', 'tol']",<FreqDist with 16 samples and 19 outcomes>,"['ati', 'lewat', 'tol', 'cepat', 'atas', 'rata', 'rata', 'tilang', 'gak', 'ngelak', 'rumus', 'jarak', 'bagi', 'waktu', 'bayar', 'tilang', 'pintu', 'keluar', 'tol']",-17,negative,-1
"PILPRES 2024 DIBATALKAN, ditunda sampai 2029","PILPRES 2024 DIBATALKAN, ditunda sampai 2029 Jika ini Terjadi Tamparan Telak Buat Yg Niat Memanzulkan Presiden",pilpres dibatalkan ditunda ini terjadi tamparan telak buat niat memanzulkan presiden,"['pilpres', 'dibatalkan', 'ditunda', 'ini', 'terjadi', 'tamparan', 'telak', 'buat', 'niat', 'memanzulkan', 'presiden']",<FreqDist with 11 samples and 11 outcomes>,"['pilpres', 'batal', 'tunda', 'ini', 'jadi', 'tampar', 'telak', 'buat', 'niat', 'memanzulkan', 'presiden']",1,positive,1
ghost was exercising after 7 pm,"Weird things happening at deserted Japani park rohini, (due to corona fear, nobody visits park) ghost was exercising after 7 pm witnessed by full police team.",weird things happening at deserted japani park rohini due to corona fear nobody visits park ghost was exercising after pm witnessed by full police team,"['weird', 'things', 'happening', 'at', 'deserted', 'japani', 'park', 'rohini', 'due', 'to', 'corona', 'fear', 'nobody', 'visits', 'park', 'ghost', 'was', 'exercising', 'after', 'pm', 'witnessed', 'by', 'full', 'police', 'team']",<FreqDist with 24 samples and 25 outcomes>,"['weird', 'things', 'happening', 'at', 'deserted', 'japan', 'park', 'rohini', 'due', 'to', 'corona', 'fear', 'nobody', 'visits', 'park', 'ghost', 'was', 'exercising', 'after', 'pm', 'witnessed', 'by', 'full', 'police', 'team']",1,positive,1
fadlizon mendaulat Anies jadi Duta Germo,"TUKANG BO’ONG JADI DUTA GERMO? Demi mewujudkan janji saat kampanye “Jakarta Bermaksiat”, @aniesbaswedan segera menyiapkan ‘New Normal’ untuk Diskotek dan Panti Pijat. Atas prestasi spektakuler membuka Diskotek dan Panti Pijat yang dipuja kaum kadrun kadal gurun ini, @fadlizon mendaulat Anies jadi Duta Germo.",tukang bo ’ ong jadi duta germo mewujudkan janji kampanye “ jakarta bermaksiat ” segera menyiapkan ‘ new normal ’ diskotek panti pijat atas prestasi spektakuler membuka diskotek panti pijat dipuja kaum kadrun kadal gurun mendaulat anies jadi duta germo,"['tukang', 'bo', '’', 'ong', 'jadi', 'duta', 'germo', 'mewujudkan', 'janji', 'kampanye', '“', 'jakarta', 'bermaksiat', '”', 'segera', 'menyiapkan', '‘', 'new', 'normal', '’', 'diskotek', 'panti', 'pijat', 'atas', 'prestasi', 'spektakuler', 'membuka', 'diskotek', 'panti', 'pijat', 'dipuja', 'kaum', 'kadrun', 'kadal', 'gurun', 'mendaulat', 'anies', 'jadi', 'duta', 'germo']",<FreqDist with 33 samples and 40 outcomes>,"['tukang', 'bo', '', 'ong', 'jadi', 'duta', 'germo', 'wujud', 'janji', 'kampanye', '', 'jakarta', 'maksiat', '', 'segera', 'siap', '', 'new', 'normal', '', 'diskotek', 'panti', 'pijat', 'atas', 'prestasi', 'spektakuler', 'buka', 'diskotek', 'panti', 'pijat', 'puja', 'kaum', 'kadrun', 'kadal', 'gurun', 'daulat', 'anies', 'jadi', 'duta', 'germo']",-20,negative,-1
Video Setelah lockdown ... Maradona,After lockdown … Maradona” atau yang jika diterjemahkan ke bahasa Indonesia “Setelah lockdown … Maradona,after lockdown … maradona ” yang diterjemahkan bahasa indonesia “ setelah lockdown … maradona,"['after', 'lockdown', '…', 'maradona', '”', 'yang', 'diterjemahkan', 'bahasa', 'indonesia', '“', 'setelah', 'lockdown', '…', 'maradona']",<FreqDist with 11 samples and 14 outcomes>,"['after', 'lockdown', '', 'maradona', '', 'yang', 'terjemah', 'bahasa', 'indonesia', '', 'telah', 'lockdown', '', 'maradona']",-9,negative,-1
DIY Menjadi Daerah Percontohan Untuk New Normal,"KABAR GEMBIRA DIY Dari keterangan Humas Satgas Covid-19 Prov. DIY. Kenapa DIY menjadi percontohan untuk new normal, karena sebenarnya Masyarakat DIY Sadar betul dengan bahaya pandemi ini, disiplin dan kepatuhan masih tinggi bila dibanding dgn daerah lain, tingkat kesembuhan tinggi, kasus meninggal relatif sedikit itupun krn ada penyakit penyerta dan sudah lanjut usianya, kasus positif relatif pasif dan yg sudah terjadi penularan murni dari luar, importir…",kabar gembira diy keterangan humas satgas covid prov diy diy menjadi percontohan new normal sebenarnya masyarakat diy sadar betul bahaya pandemi disiplin kepatuhan tinggi bila dibanding daerah tingkat kesembuhan tinggi kasus meninggal relatif sedikit itupun krn penyakit penyerta lanjut usianya kasus positif relatif pasif yg sudah terjadi penularan murni luar importir…,"['kabar', 'gembira', 'diy', 'keterangan', 'humas', 'satgas', 'covid', 'prov', 'diy', 'diy', 'menjadi', 'percontohan', 'new', 'normal', 'sebenarnya', 'masyarakat', 'diy', 'sadar', 'betul', 'bahaya', 'pandemi', 'disiplin', 'kepatuhan', 'tinggi', 'bila', 'dibanding', 'daerah', 'tingkat', 'kesembuhan', 'tinggi', 'kasus', 'meninggal', 'relatif', 'sedikit', 'itupun', 'krn', 'penyakit', 'penyerta', 'lanjut', 'usianya', 'kasus', 'positif', 'relatif', 'pasif', 'yg', 'sudah', 'terjadi', 'penularan', 'murni', 'luar', 'importir…']",<FreqDist with 45 samples and 51 outcomes>,"['kabar', 'gembira', 'diy', 'terang', 'humas', 'satgas', 'covid', 'prov', 'diy', 'diy', 'jadi', 'contoh', 'new', 'normal', 'benar', 'masyarakat', 'diy', 'sadar', 'betul', 'bahaya', 'pandemi', 'disiplin', 'patuh', 'tinggi', 'bila', 'banding', 'daerah', 'tingkat', 'sembuh', 'tinggi', 'kasus', 'tinggal', 'relatif', 'sedikit', 'itu', 'krn', 'sakit', 'serta', 'lanjut', 'usia', 'kasus', 'positif', 'relatif', 'pasif', 'yg', 'sudah', 'jadi', 'tular', 'murni', 'luar', 'importir']",-5,negative,-1
5 Kecamatan di Lampung Red Zone COVID-19,Hati-hati lampung sudah masuk zona merah,hatihati lampung masuk zona merah,"['hatihati', 'lampung', 'masuk', 'zona', 'merah']",<FreqDist with 5 samples and 5 outcomes>,"['hatihati', 'lampung', 'masuk', 'zona', 'merah']",-2,negative,-1
dangerous Snack made in Israel,"CAUTION!
 This snack is dangerous. Made in Israel and exported to Asian countries … this snack contains a tablet that can make someone paralyzed !!!
 THEREFORE DON’T BUY, DON’T EAT … !!!
 Please spread … !!!",caution this snack is dangerous made in israel and exported to asian countries … this snack contains a tablet that can make someone paralyzed therefore don ’ t buy don ’ t eat … please spread …,"['caution', 'this', 'snack', 'is', 'dangerous', 'made', 'in', 'israel', 'and', 'exported', 'to', 'asian', 'countries', '…', 'this', 'snack', 'contains', 'a', 'tablet', 'that', 'can', 'make', 'someone', 'paralyzed', 'therefore', 'don', '’', 't', 'buy', 'don', '’', 't', 'eat', '…', 'please', 'spread', '…']",<FreqDist with 30 samples and 37 outcomes>,"['caution', 'this', 'snack', 'is', 'dangerous', 'made', 'in', 'israel', 'and', 'exported', 'to', 'asi', 'countries', '', 'this', 'snack', 'contains', 'a', 'tablet', 'that', 'can', 'make', 'someone', 'paralyzed', 'therefore', 'don', '', 't', 'buy', 'don', '', 't', 'eat', '', 'please', 'spread', '']",-3,negative,-1
Video Cari sensasi biar makin terkenal oleh @Opposite6890,"“Cari sensasi biar makin terkenal. Ada jg yg katanya Publik Figur.
 Rela me-receh. Demi cari panggung. Power of +62 .
 #212forINDONESIA
 #212forINDONESIA",“ cari sensasi biar makin terkenal jg katanya publik figur rela mereceh cari panggung power of forindonesia forindonesia,"['“', 'cari', 'sensasi', 'biar', 'makin', 'terkenal', 'jg', 'katanya', 'publik', 'figur', 'rela', 'mereceh', 'cari', 'panggung', 'power', 'of', 'forindonesia', 'forindonesia']",<FreqDist with 16 samples and 18 outcomes>,"['', 'cari', 'sensasi', 'biar', 'makin', 'kenal', 'jg', 'kata', 'publik', 'figur', 'rela', 'receh', 'cari', 'panggung', 'power', 'of', 'forindonesia', 'forindonesia']",-2,negative,-1
"Anak SD ikut demo juga, kemaren anak stm/sma, anak Sd aja paham kalau ini negara sedang tidak beres","Anak SD ikut demo juga… kemaren anak stm/sma….
 Anak Sd aja paham… kalau ini negara sedang tidak beres",anak sd ikut demo juga… kemaren anak stmsma… anak sd aja paham… kalau negara sedang beres,"['anak', 'sd', 'ikut', 'demo', 'juga…', 'kemaren', 'anak', 'stmsma…', 'anak', 'sd', 'aja', 'paham…', 'kalau', 'negara', 'sedang', 'beres']",<FreqDist with 13 samples and 16 outcomes>,"['anak', 'sd', 'ikut', 'demo', 'juga', 'kemaren', 'anak', 'stmsma', 'anak', 'sd', 'aja', 'paham', 'kalau', 'negara', 'sedang', 'beres']",-15,negative,-1
Bantahan Informasi Terkait Seruan Supporter Sepak Bola Indonesia Ikut Demo di DPR,"Peringatan untuk seluruh anggota The Jakmania untuk tetap berada di jalur sepak bola khususnya Persija Jakarta. Tidak diperkenankan menggunakan atribut Persija Jakarta atau The Jakmania untuk aktivitas di luar sepak bola. Komando kalian datangnya dari koordinator wilayah (korwil) masing-masing,",peringatan seluruh anggota the jakmania tetap berada jalur sepak bola khususnya persija jakarta diperkenankan menggunakan atribut persija jakarta the jakmania aktivitas luar sepak bola komando kalian datangnya koordinator wilayah korwil masingmasing,"['peringatan', 'seluruh', 'anggota', 'the', 'jakmania', 'tetap', 'berada', 'jalur', 'sepak', 'bola', 'khususnya', 'persija', 'jakarta', 'diperkenankan', 'menggunakan', 'atribut', 'persija', 'jakarta', 'the', 'jakmania', 'aktivitas', 'luar', 'sepak', 'bola', 'komando', 'kalian', 'datangnya', 'koordinator', 'wilayah', 'korwil', 'masingmasing']",<FreqDist with 25 samples and 31 outcomes>,"['ingat', 'seluruh', 'anggota', 'the', 'jakmania', 'tetap', 'ada', 'jalur', 'sepak', 'bola', 'khusus', 'persija', 'jakarta', 'kenan', 'guna', 'atribut', 'persija', 'jakarta', 'the', 'jakmania', 'aktivitas', 'luar', 'sepak', 'bola', 'komando', 'kalian', 'datang', 'koordinator', 'wilayah', 'korwil', 'masingmasing']",-7,negative,-1
Beredar Nama-nama Menteri dan Pejabat Setingkat Menteri Kabinet Jilid II yang diputuskan Jokowi - Maruf di Istana Bogor,RISALAH RAPAT PENGANGKATAN MENTERI PEMBANTU PRESIDEN DALAM KABINET KERJA JILID II PERIODE 2019 – 2024,risalah rapat pengangkatan menteri pembantu presiden kabinet kerja jilid ii periode –,"['risalah', 'rapat', 'pengangkatan', 'menteri', 'pembantu', 'presiden', 'kabinet', 'kerja', 'jilid', 'ii', 'periode', '–']",<FreqDist with 12 samples and 12 outcomes>,"['risalah', 'rapat', 'angkat', 'menteri', 'bantu', 'presiden', 'kabinet', 'kerja', 'jilid', 'ii', 'periode', '']",-8,negative,-1
Gambar karikatur di media prancis,"Gambar karikatur di media prancis, tentang pilpres indonesia 2019 yang menelan korban jiwa kpps 700 orang.",gambar karikatur media prancis pilpres indonesia menelan korban jiwa kpps orang,"['gambar', 'karikatur', 'media', 'prancis', 'pilpres', 'indonesia', 'menelan', 'korban', 'jiwa', 'kpps', 'orang']",<FreqDist with 11 samples and 11 outcomes>,"['gambar', 'karikatur', 'media', 'prancis', 'pilpres', 'indonesia', 'tel', 'korban', 'jiwa', 'kpps', 'orang']",-5,negative,-1
KPU Bantah Tuduhan Server Disetting untuk Menangkan Jokowi 57% dan Akan Lapor Bareskrim,"Breaking News:exclamation: Pak wahyu mantan staff jokowi di solo bongkar server KPU di singapur udh setting kemenangan 01 57%!!!, jebol salah satu dari 7 servernya. Sebarkan. Viralkan :loud_sound",breaking newsexclamation pak wahyu mantan staff jokowi solo bongkar server kpu singapur udh setting kemenangan jebol salah satu servernya sebarkan viralkan loud sound,"['breaking', 'newsexclamation', 'pak', 'wahyu', 'mantan', 'staff', 'jokowi', 'solo', 'bongkar', 'server', 'kpu', 'singapur', 'udh', 'setting', 'kemenangan', 'jebol', 'salah', 'satu', 'servernya', 'sebarkan', 'viralkan', 'loud', 'sound']",<FreqDist with 23 samples and 23 outcomes>,"['breaking', 'newsexclamation', 'pak', 'wahyu', 'mantan', 'staff', 'jokowi', 'solo', 'bongkar', 'server', 'kpu', 'singapur', 'udh', 'setting', 'menang', 'jebol', 'salah', 'satu', 'servernya', 'sebar', 'viralkan', 'loud', 'sound']",-2,negative,-1
"1 minggu kedepan padang hati hati dan waspada gempa 7,6 SR","1 minggu kedepan padang hati hati dan waspada gempa 7,6 SR di dasar laut siberut di kedalaman 10 Km di bawah dasar laut mentawai",minggu kedepan padang hati hati waspada gempa sr dasar laut siberut kedalaman km bawah dasar laut mentawai,"['minggu', 'kedepan', 'padang', 'hati', 'hati', 'waspada', 'gempa', 'sr', 'dasar', 'laut', 'siberut', 'kedalaman', 'km', 'bawah', 'dasar', 'laut', 'mentawai']",<FreqDist with 14 samples and 17 outcomes>,"['minggu', 'depan', 'padang', 'hati', 'hati', 'waspada', 'gempa', 'sr', 'dasar', 'laut', 'siberut', 'dalam', 'km', 'bawah', 'dasar', 'laut', 'tawa']",7,positive,1
