judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
"Jembatan di Jalan Cemara, Medan Dikatakan Roboh",Jembatan di Cemara roboh,jembatan cemara roboh,"['jembatan', 'cemara', 'roboh']",<FreqDist with 3 samples and 3 outcomes>,"['jembatan', 'cemara', 'roboh']",-9,negative,-1
Seorang Suporter Meninggal Pada Laga Tira-Persikabo VS Persija," Tira-Persikabo VS tamunya Persija Jakarta Tumbalkan Satu Nyawa

KOMPAS News-Laga lanjutan Liga 1 2019 antara Tira-Persikabo melawan tamunya Persija Jakarta,berakhir bentrok. Dikabarkan, satu orang tewas dalam insiden tersebut.",tirapersikabo vs tamunya persija jakarta tumbalkan satu nyawa kompas newslaga lanjutan liga tirapersikabo melawan tamunya persija jakartaberakhir bentrok dikabarkan satu orang tewas insiden tersebut,"['tirapersikabo', 'vs', 'tamunya', 'persija', 'jakarta', 'tumbalkan', 'satu', 'nyawa', 'kompas', 'newslaga', 'lanjutan', 'liga', 'tirapersikabo', 'melawan', 'tamunya', 'persija', 'jakartaberakhir', 'bentrok', 'dikabarkan', 'satu', 'orang', 'tewas', 'insiden', 'tersebut']",<FreqDist with 20 samples and 24 outcomes>,"['tirapersikabo', 'vs', 'tamu', 'persija', 'jakarta', 'tumbal', 'satu', 'nyawa', 'kompas', 'newslaga', 'lanjut', 'liga', 'tirapersikabo', 'lawan', 'tamu', 'persija', 'jakartaberakhir', 'bentrok', 'kabar', 'satu', 'orang', 'tewas', 'insiden', 'sebut']",-11,negative,-1
Video Perobohan Rumah Lantaran Istri Ketahuan Selingkuh Oleh Suami,"Viral 🔎 #RUMAH #DIHANCURKAN

ISTRI SELINGKUH KETAHUAN SUAMI YANG PULANG MERANTAU.",viral rumah dihancurkan istri selingkuh ketahuan suami pulang merantau,"['viral', 'rumah', 'dihancurkan', 'istri', 'selingkuh', 'ketahuan', 'suami', 'pulang', 'merantau']",<FreqDist with 9 samples and 9 outcomes>,"['viral', 'rumah', 'hancur', 'istri', 'selingkuh', 'tahu', 'suami', 'pulang', 'rantau']",-7,negative,-1
Di shoot tv one cuma bisa bhs cina,bukan hoak tau….ini nyata. Di shoot tv one cuma bisa bhs cina,bukan hoak tau…ini nyata shoot tv one cuma bhs cina,"['bukan', 'hoak', 'tau…ini', 'nyata', 'shoot', 'tv', 'one', 'cuma', 'bhs', 'cina']",<FreqDist with 10 samples and 10 outcomes>,"['bukan', 'hoak', 'tau ini', 'nyata', 'shoot', 'tv', 'one', 'cuma', 'bhs', 'cina']",-4,negative,-1
Meninggalnya Serda Supran Sida Dikaitkan dengan Virus Cacar Monyet,"Innalilahi wainalillahi rojiun turut berduka cita Serda supran, semoga Khusnul khatimah dan di terima amal kebaikan nya ,, dan semoga abang2 TNI yg sedang menjaga d perbatasan, di hindarkan dari segala penyakit ,,terutama penyakit cacar monyet Krn dpt menular dan penyakit ni berasal dari negara asing..hati2 dalam bergaul dgn org luar..",innalilahi wainalillahi rojiun turut berduka cita serda supran semoga khusnul khatimah terima amal kebaikan semoga abang tni sedang menjaga perbatasan di hindarkan segala penyakit terutama penyakit cacar monyet krn dpt menular penyakit ni berasal negara asinghati bergaul org luar,"['innalilahi', 'wainalillahi', 'rojiun', 'turut', 'berduka', 'cita', 'serda', 'supran', 'semoga', 'khusnul', 'khatimah', 'terima', 'amal', 'kebaikan', 'semoga', 'abang', 'tni', 'sedang', 'menjaga', 'perbatasan', 'di', 'hindarkan', 'segala', 'penyakit', 'terutama', 'penyakit', 'cacar', 'monyet', 'krn', 'dpt', 'menular', 'penyakit', 'ni', 'berasal', 'negara', 'asinghati', 'bergaul', 'org', 'luar']",<FreqDist with 36 samples and 39 outcomes>,"['innalilahi', 'wainalillahi', 'rojiun', 'turut', 'duka', 'cita', 'serda', 'supran', 'moga', 'khusnul', 'khatimah', 'terima', 'amal', 'baik', 'moga', 'abang', 'tni', 'sedang', 'jaga', 'batas', 'di', 'hindar', 'segala', 'sakit', 'utama', 'sakit', 'cacar', 'monyet', 'krn', 'dpt', 'tular', 'sakit', 'ni', 'asal', 'negara', 'asinghati', 'gaul', 'org', 'luar']",-25,negative,-1
Samsul Bahri Ketua KPPS Sydney Pro 02,"Kecurangan di pilpres di Australia.

Ternyata *KETUA KPPS SYDNEY* (Samsul Bahri) sudah jadi Australian citizen!!!

Dan dia ngurusin Pemilu Indonesia!!!!",kecurangan pilpres australia ternyata ketua kpps sydney samsul bahri jadi australian citizen dan ngurusin pemilu indonesia,"['kecurangan', 'pilpres', 'australia', 'ternyata', 'ketua', 'kpps', 'sydney', 'samsul', 'bahri', 'jadi', 'australian', 'citizen', 'dan', 'ngurusin', 'pemilu', 'indonesia']",<FreqDist with 16 samples and 16 outcomes>,"['curang', 'pilpres', 'australia', 'nyata', 'ketua', 'kpps', 'sydney', 'samsul', 'bahri', 'jadi', 'australian', 'citizen', 'dan', 'ngurusin', 'milu', 'indonesia']",1,positive,1
Jeli Memperhatikan Jari Tangan Palsu,"Waspadalah

Bagi Ketua/Anggota TPS Hati2 dan Jeli Memperhatikan Jari Tangan Palsu",waspadalah bagi ketuaanggota tps hati jeli memperhatikan jari tangan palsu,"['waspadalah', 'bagi', 'ketuaanggota', 'tps', 'hati', 'jeli', 'memperhatikan', 'jari', 'tangan', 'palsu']",<FreqDist with 10 samples and 10 outcomes>,"['waspada', 'bagi', 'ketuaanggota', 'tps', 'hati', 'jeli', 'perhati', 'jari', 'tangan', 'palsu']",-4,negative,-1
Orang Jakarta pada canggih euy,"Orang Jakarta pada canggih euy….

Mainannya DRONE kapal-kapalan",orang jakarta canggih euy… mainannya drone kapalkapalan,"['orang', 'jakarta', 'canggih', 'euy…', 'mainannya', 'drone', 'kapalkapalan']",<FreqDist with 7 samples and 7 outcomes>,"['orang', 'jakarta', 'canggih', 'euy', 'main', 'drone', 'kapalkapalan']",0,negative,-1
Foto Spanduk KAMI OPTIMIS PAK JOKOWI TAK AKAN BOHONG DAN INGKAR JANJI LAGI,Auto NGAKAK!,auto ngakak,"['auto', 'ngakak']",<FreqDist with 2 samples and 2 outcomes>,"['auto', 'ngakak']",-2,negative,-1
Istri Indro Warkop Meninggal Karena Menjadi Perokok Pasif," Istrinya meninggal karena mengidap kanker paru..

Almh bukan perokok aktif..

Almh terpapar asap rokok..

Yg memicu sel2 kanker tumbuh di paru2 nya…",istrinya meninggal mengidap kanker paru almh bukan perokok aktif almh terpapar asap rokok yg memicu sel kanker tumbuh paru nya…,"['istrinya', 'meninggal', 'mengidap', 'kanker', 'paru', 'almh', 'bukan', 'perokok', 'aktif', 'almh', 'terpapar', 'asap', 'rokok', 'yg', 'memicu', 'sel', 'kanker', 'tumbuh', 'paru', 'nya…']",<FreqDist with 17 samples and 20 outcomes>,"['istri', 'tinggal', 'idap', 'kanker', 'paru', 'almh', 'bukan', 'okok', 'aktif', 'almh', 'papar', 'asap', 'rokok', 'yg', 'picu', 'sel', 'kanker', 'tumbuh', 'paru', 'nya']",-11,negative,-1
AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS,BIAR RAKYAT TAU.KALO REZIM INI DI KEPEMIMPINAN YANG SEKARANG AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS..LAKI NIKAH SAMA LAKI..WANITA NIKAH SAMA WANITA..MAKANYA MUSIBAH AKAN TERUS DATANG MENGHAMPIRI KITA SEMUA…,biar rakyat taukalo rezim di kepemimpinan sekarang di sahkan undang lgbt pernikahan antar jenislaki nikah sama lakiwanita nikah sama wanitamakanya musibah terus datang menghampiri semua…,"['biar', 'rakyat', 'taukalo', 'rezim', 'di', 'kepemimpinan', 'sekarang', 'di', 'sahkan', 'undang', 'lgbt', 'pernikahan', 'antar', 'jenislaki', 'nikah', 'sama', 'lakiwanita', 'nikah', 'sama', 'wanitamakanya', 'musibah', 'terus', 'datang', 'menghampiri', 'semua…']",<FreqDist with 22 samples and 25 outcomes>,"['biar', 'rakyat', 'taukalo', 'rezim', 'di', 'pimpin', 'sekarang', 'di', 'sahkan', 'undang', 'lgbt', 'nikah', 'antar', 'jenislaki', 'nikah', 'sama', 'lakiwanita', 'nikah', 'sama', 'wanitamakanya', 'musibah', 'terus', 'datang', 'hampir', 'semua']",-5,negative,-1
Akhirnya Najwa Shihab Dukung Prabowo-sandi,"“Akhirnya Najwa Shihab Dukung Prabowo-sandi.
 
 Alhamdulillah Kekuatan Makin kuat.",“ akhirnya najwa shihab dukung prabowosandi alhamdulillah kekuatan makin kuat,"['“', 'akhirnya', 'najwa', 'shihab', 'dukung', 'prabowosandi', 'alhamdulillah', 'kekuatan', 'makin', 'kuat']",<FreqDist with 10 samples and 10 outcomes>,"['', 'akhir', 'najwa', 'shihab', 'dukung', 'prabowosandi', 'alhamdulillah', 'kuat', 'makin', 'kuat']",13,positive,1
SPANDUK YANG DI PASANG CEBONG,"“PARA LASKAR FPI DAN WARGA MENURUNKAN SPANDUK YANG DI PASANG CEBONG DINI HARI MENJELANG IJTIMA ULAMA II
 BERTUJUAN UNTUK MENGADU DOMBA MUSLIM.HATI HATI CEBONG 90% PKI.”",“ para laskar fpi warga menurunkan spanduk di pasang cebong dini hari menjelang ijtima ulama ii bertujuan mengadu domba muslimhati hati cebong pki ”,"['“', 'para', 'laskar', 'fpi', 'warga', 'menurunkan', 'spanduk', 'di', 'pasang', 'cebong', 'dini', 'hari', 'menjelang', 'ijtima', 'ulama', 'ii', 'bertujuan', 'mengadu', 'domba', 'muslimhati', 'hati', 'cebong', 'pki', '”']",<FreqDist with 23 samples and 24 outcomes>,"['', 'para', 'laskar', 'fpi', 'warga', 'turun', 'spanduk', 'di', 'pasang', 'cebong', 'dini', 'hari', 'jelang', 'ijtima', 'ulama', 'ii', 'tuju', 'adu', 'domba', 'muslimhati', 'hati', 'cebong', 'pki', '']",4,positive,1
Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen,Demokrat: Iklan Jokowi di Bioskop Mengganggu Hak Konsumen,demokrat iklan jokowi bioskop mengganggu hak konsumen,"['demokrat', 'iklan', 'jokowi', 'bioskop', 'mengganggu', 'hak', 'konsumen']",<FreqDist with 7 samples and 7 outcomes>,"['demokrat', 'iklan', 'jokowi', 'bioskop', 'ganggu', 'hak', 'konsumen']",0,negative,-1
: Info Rekruitmen BUMN PT Nindya Karya,"Beredar di media sosial surat panggilan seleksi calon karyawan PT Nindya Karya (Persero) yang akan diselenggarakan pada 6-7 september 2018 mendatang. Dalam surat edaran tersebut dituliskan bahwa perekrutan berlangsung di Denpasar, Bali.",beredar media sosial surat panggilan seleksi calon karyawan pt nindya karya persero akan diselenggarakan september mendatang surat edaran tersebut dituliskan perekrutan berlangsung denpasar bali,"['beredar', 'media', 'sosial', 'surat', 'panggilan', 'seleksi', 'calon', 'karyawan', 'pt', 'nindya', 'karya', 'persero', 'akan', 'diselenggarakan', 'september', 'mendatang', 'surat', 'edaran', 'tersebut', 'dituliskan', 'perekrutan', 'berlangsung', 'denpasar', 'bali']",<FreqDist with 23 samples and 24 outcomes>,"['edar', 'media', 'sosial', 'surat', 'panggil', 'seleksi', 'calon', 'karyawan', 'pt', 'nindya', 'karya', 'persero', 'akan', 'selenggara', 'september', 'datang', 'surat', 'edar', 'sebut', 'tulis', 'rekrut', 'langsung', 'denpasar', 'bal']",9,positive,1
MUI Ajak Masyarakat Tak Ragu untuk Vaksin MR,"MUI Pastikan Vaksin Rubela Positif Mengandung Babi dan Organ Manusia, Ini Penjelasan Resminya",mui pastikan vaksin rubela positif mengandung babi organ manusia penjelasan resminya,"['mui', 'pastikan', 'vaksin', 'rubela', 'positif', 'mengandung', 'babi', 'organ', 'manusia', 'penjelasan', 'resminya']",<FreqDist with 11 samples and 11 outcomes>,"['mui', 'pasti', 'vaksin', 'rubela', 'positif', 'kandung', 'babi', 'organ', 'manusia', 'jelas', 'resmi']",6,positive,1
BJ Habibie Mengatakan: Lawan Berat Pak PRABOWO itu bukan Jokowi,"BJ Habibie Mengatakan : ” Lawan Berat Pak PRABOWO itu bukan jokowi kalau hanya sekedar jokowi Jalan Mudah Buat Pak PRABOWO menuju Kepemimpinan periode berikutnya di 2019,",bj habibie mengatakan ” lawan berat pak prabowo bukan jokowi kalau sekedar jokowi jalan mudah buat pak prabowo menuju kepemimpinan periode berikutnya,"['bj', 'habibie', 'mengatakan', '”', 'lawan', 'berat', 'pak', 'prabowo', 'bukan', 'jokowi', 'kalau', 'sekedar', 'jokowi', 'jalan', 'mudah', 'buat', 'pak', 'prabowo', 'menuju', 'kepemimpinan', 'periode', 'berikutnya']",<FreqDist with 19 samples and 22 outcomes>,"['bj', 'habibie', 'kata', '', 'lawan', 'berat', 'pak', 'prabowo', 'bukan', 'jokowi', 'kalau', 'dar', 'jokowi', 'jalan', 'mudah', 'buat', 'pak', 'prabowo', 'tuju', 'pimpin', 'periode', 'ikut']",-4,negative,-1
Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid,"TAK ADA BERITA DI TV,TAK ADA SUARA HAM,TAK ADA SUARA INTOLERAN,TAK ADA SUARA HAM TAPI KAMI PUNYA ALLAH SWT",tak berita tvtak suara hamtak suara intolerantak suara ham kami punya allah swt,"['tak', 'berita', 'tvtak', 'suara', 'hamtak', 'suara', 'intolerantak', 'suara', 'ham', 'kami', 'punya', 'allah', 'swt']",<FreqDist with 11 samples and 13 outcomes>,"['tak', 'berita', 'tvtak', 'suara', 'hamtak', 'suara', 'intolerantak', 'suara', 'ham', 'kami', 'punya', 'allah', 'swt']",7,positive,1
Ahoker dan Jokwer Akan Marah Besar Jika di Katakan PKI Bangkit Lagi,"Ahoker dan Jokwer akan marah besar jika di katakan PKI bangkit lagi….!
 Wahai saudaraku… Mari kita waspada..!",ahoker jokwer marah besar di katakan pki bangkit lagi… wahai saudaraku… kita waspada,"['ahoker', 'jokwer', 'marah', 'besar', 'di', 'katakan', 'pki', 'bangkit', 'lagi…', 'wahai', 'saudaraku…', 'kita', 'waspada']",<FreqDist with 13 samples and 13 outcomes>,"['ahoker', 'jokwer', 'marah', 'besar', 'di', 'kata', 'pki', 'bangkit', 'lagi', 'wahai', 'saudara', 'kita', 'waspada']",-5,negative,-1
Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,iklan lowongan pekerjaan menghamili istri lurah gorontalo berhadiah rp juta,"['iklan', 'lowongan', 'pekerjaan', 'menghamili', 'istri', 'lurah', 'gorontalo', 'berhadiah', 'rp', 'juta']",<FreqDist with 10 samples and 10 outcomes>,"['iklan', 'lowong', 'kerja', 'hamil', 'istri', 'lurah', 'gorontalo', 'hadiah', 'rp', 'juta']",5,positive,1
BPBD Bogor Peringatkan Potensi Bencana Gerakan Tanah di 22 Kecamatan,Dpt kiriman dr grup WA.. Hoax atau bukan yaa?”,dpt kiriman grup wa hoax bukan yaa ”,"['dpt', 'kiriman', 'grup', 'wa', 'hoax', 'bukan', 'yaa', '”']",<FreqDist with 8 samples and 8 outcomes>,"['dpt', 'kirim', 'grup', 'wa', 'hoax', 'bukan', 'yaa', '']",-12,negative,-1
"Punya Pistol FN Saja Sudah Berani Begini Kepada TNI, ...","Punya Pistol FN saja sudah berani begini kepada TNI, apa lagi sudah punya RPG, senjata anti tank, bisa2 Polisi melakukan kudeta.”",punya pistol fn sudah berani begini tni apa sudah punya rpg senjata anti tank polisi melakukan kudeta ”,"['punya', 'pistol', 'fn', 'sudah', 'berani', 'begini', 'tni', 'apa', 'sudah', 'punya', 'rpg', 'senjata', 'anti', 'tank', 'polisi', 'melakukan', 'kudeta', '”']",<FreqDist with 16 samples and 18 outcomes>,"['punya', 'pistol', 'fn', 'sudah', 'berani', 'begini', 'tni', 'apa', 'sudah', 'punya', 'rpg', 'senjata', 'anti', 'tank', 'polisi', 'laku', 'kudeta', '']",2,positive,1
Ujaran Kebencian Untuk Etnis China Yang Mengatasnamakan Sultan Hamengkubuwono X,"Sri Sultan Hamengkubuwono : Maaf Bukan SARA, Tapi Cina Dan Keturunannya Tidak Pantas Jadi Pemimpin Di Bumi Nusantara. Fakta Sejarah, Tionghoa Adalah Satu-Satunya Penghianat Negara Kesatuan Republik Indonesia (NKRI).",sri sultan hamengkubuwono maaf bukan sara cina keturunannya pantas jadi pemimpin bumi nusantara fakta sejarah tionghoa satusatunya penghianat negara kesatuan republik indonesia nkri,"['sri', 'sultan', 'hamengkubuwono', 'maaf', 'bukan', 'sara', 'cina', 'keturunannya', 'pantas', 'jadi', 'pemimpin', 'bumi', 'nusantara', 'fakta', 'sejarah', 'tionghoa', 'satusatunya', 'penghianat', 'negara', 'kesatuan', 'republik', 'indonesia', 'nkri']",<FreqDist with 23 samples and 23 outcomes>,"['sri', 'sultan', 'hamengkubuwono', 'maaf', 'bukan', 'sara', 'cina', 'turun', 'pantas', 'jadi', 'pimpin', 'bumi', 'nusantara', 'fakta', 'sejarah', 'tionghoa', 'satusatunya', 'penghianat', 'negara', 'satu', 'republik', 'indonesia', 'nkri']",-15,negative,-1
MASTEL Turut Optimalkan Peran Stakeholder Sektor Telematika Dalam Melawan Penyebaran Hoax,"Masyarakat Telematika Indonesia (MASTEL) memandang momen Aksi Turn Back Hoax yang akan diselenggarakan oleh Masyarakat Anti Fitnah Indonesia (Mafindo) secara serentak di 7 Kota pada hari Minggu, 8 Januari 2017, memiliki makna yang penting. Sebab, aksi ini akan melibatkan masyarakat secara terbuka dan mengedepankan peran masyarakat sebagai pelaku sentral dalam membangun kondusivitas kehidupan bermasyarakat, berbangsa dan bernegara",masyarakat telematika indonesia mastel memandang momen aksi turn back hoax akan diselenggarakan masyarakat anti fitnah indonesia mafindo serentak kota hari minggu januari memiliki makna penting aksi akan melibatkan masyarakat terbuka mengedepankan peran masyarakat pelaku sentral membangun kondusivitas kehidupan bermasyarakat berbangsa bernegara,"['masyarakat', 'telematika', 'indonesia', 'mastel', 'memandang', 'momen', 'aksi', 'turn', 'back', 'hoax', 'akan', 'diselenggarakan', 'masyarakat', 'anti', 'fitnah', 'indonesia', 'mafindo', 'serentak', 'kota', 'hari', 'minggu', 'januari', 'memiliki', 'makna', 'penting', 'aksi', 'akan', 'melibatkan', 'masyarakat', 'terbuka', 'mengedepankan', 'peran', 'masyarakat', 'pelaku', 'sentral', 'membangun', 'kondusivitas', 'kehidupan', 'bermasyarakat', 'berbangsa', 'bernegara']",<FreqDist with 35 samples and 41 outcomes>,"['masyarakat', 'telematika', 'indonesia', 'mastel', 'pandang', 'momen', 'aksi', 'turn', 'back', 'hoax', 'akan', 'selenggara', 'masyarakat', 'anti', 'fitnah', 'indonesia', 'mafindo', 'serentak', 'kota', 'hari', 'minggu', 'januari', 'milik', 'makna', 'penting', 'aksi', 'akan', 'libat', 'masyarakat', 'buka', 'depan', 'peran', 'masyarakat', 'laku', 'sentral', 'bangun', 'kondusivitas', 'hidup', 'masyarakat', 'bangsa', 'negara']",-2,negative,-1
": Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung","Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung",ormas pas klarifikasi insiden pembubaran kkr sabuga bandung,"['ormas', 'pas', 'klarifikasi', 'insiden', 'pembubaran', 'kkr', 'sabuga', 'bandung']",<FreqDist with 8 samples and 8 outcomes>,"['ormas', 'pas', 'klarifikasi', 'insiden', 'bubar', 'kkr', 'sabuga', 'bandung']",-1,negative,-1
Foto Pengungsi Suriah,"Ini bukan adegan dlm film, tapi inilah yg berlaku di Syuriah.",bukan adegan dlm film inilah berlaku syuriah,"['bukan', 'adegan', 'dlm', 'film', 'inilah', 'berlaku', 'syuriah']",<FreqDist with 7 samples and 7 outcomes>,"['bukan', 'adegan', 'dlm', 'film', 'ini', 'laku', 'syuriah']",-7,negative,-1
Mengonsumsi Telur Rebus Saat Tengah Malam dapat Menangkal COVID-19,"Semalam di kagetkan dengan broadcast seperti ini, seketika cari TELOR trus di REBUS tapi gak jadi Hayoo siapa yang mengalami hal yang sama",semalam kagetkan broadcast ini seketika cari telor di rebus gak jadi hayoo siapa mengalami yang sama,"['semalam', 'kagetkan', 'broadcast', 'ini', 'seketika', 'cari', 'telor', 'di', 'rebus', 'gak', 'jadi', 'hayoo', 'siapa', 'mengalami', 'yang', 'sama']",<FreqDist with 16 samples and 16 outcomes>,"['malam', 'kaget', 'broadcast', 'ini', 'ketika', 'cari', 'telor', 'di', 'rebus', 'gak', 'jadi', 'hayoo', 'siapa', 'alami', 'yang', 'sama']",-7,negative,-1
Video Raja Bahrain tiba di Dubai dengan pengawal robotnya,Raja Bahrain tiba di Dubai dengan pengawal robotnya yang dilengkapi dengan kamera untuk melacak 360 derajat dan dilengkapi pistol. Teknologi bergerak sangat cepat dari sebelumnya dalam sejarah,raja bahrain tiba dubai pengawal robotnya dilengkapi kamera melacak derajat dilengkapi pistol teknologi bergerak sangat cepat sebelumnya sejarah,"['raja', 'bahrain', 'tiba', 'dubai', 'pengawal', 'robotnya', 'dilengkapi', 'kamera', 'melacak', 'derajat', 'dilengkapi', 'pistol', 'teknologi', 'bergerak', 'sangat', 'cepat', 'sebelumnya', 'sejarah']",<FreqDist with 17 samples and 18 outcomes>,"['raja', 'bahrain', 'tiba', 'dubai', 'awal', 'robot', 'lengkap', 'kamera', 'lacak', 'derajat', 'lengkap', 'pistol', 'teknologi', 'gerak', 'sangat', 'cepat', 'belum', 'sejarah']",3,positive,1
Pesan Berantai Kantor Pusat PT Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal dan 10 Orang Karyawan Terpapar Covid-19,"Kantor pusat Kawan Lama di Meruya, Jakarta Barat ditutup per hari ini setelah salah seorang direksi meninggal kemarin sore akibat Covid-19. Kontak erat dengan almarhum sudah diketahui 10-orang positif terpapar. Tindakan selanjutnya seluruh karyawan yang berkantor digedung tersebut akan dilakukan RT sampai PCR. Kebijakan selanjutnya menutup akses Head office ke seluruh cabang, toko dan warehouse. Jumlah karyawan di gedung tersebut 2.986 orang.",kantor pusat kawan lama meruya jakarta barat ditutup per hari setelah salah seorang direksi meninggal kemarin sore akibat covid kontak erat almarhum diketahui orang positif terpapar tindakan selanjutnya seluruh karyawan berkantor digedung tersebut dilakukan rt pcr kebijakan selanjutnya menutup akses head office seluruh cabang toko warehouse jumlah karyawan gedung tersebut orang,"['kantor', 'pusat', 'kawan', 'lama', 'meruya', 'jakarta', 'barat', 'ditutup', 'per', 'hari', 'setelah', 'salah', 'seorang', 'direksi', 'meninggal', 'kemarin', 'sore', 'akibat', 'covid', 'kontak', 'erat', 'almarhum', 'diketahui', 'orang', 'positif', 'terpapar', 'tindakan', 'selanjutnya', 'seluruh', 'karyawan', 'berkantor', 'digedung', 'tersebut', 'dilakukan', 'rt', 'pcr', 'kebijakan', 'selanjutnya', 'menutup', 'akses', 'head', 'office', 'seluruh', 'cabang', 'toko', 'warehouse', 'jumlah', 'karyawan', 'gedung', 'tersebut', 'orang']",<FreqDist with 46 samples and 51 outcomes>,"['kantor', 'pusat', 'kawan', 'lama', 'meruya', 'jakarta', 'barat', 'tutup', 'per', 'hari', 'telah', 'salah', 'orang', 'direksi', 'tinggal', 'kemarin', 'sore', 'akibat', 'covid', 'kontak', 'erat', 'almarhum', 'tahu', 'orang', 'positif', 'papar', 'tindak', 'lanjut', 'seluruh', 'karyawan', 'kantor', 'gedung', 'sebut', 'laku', 'rt', 'pcr', 'bijak', 'lanjut', 'tutup', 'akses', 'head', 'office', 'seluruh', 'cabang', 'toko', 'warehouse', 'jumlah', 'karyawan', 'gedung', 'sebut', 'orang']",-1,negative,-1
Sabam Sirait Meninggal Dunia Pada 17 April 2020,"Berita Dukacita; Telah dipanggil Bapa Di Surga Sabam Sirait, pada:",berita dukacita dipanggil bapa surga sabam sirait,"['berita', 'dukacita', 'dipanggil', 'bapa', 'surga', 'sabam', 'sirait']",<FreqDist with 7 samples and 7 outcomes>,"['berita', 'dukacita', 'panggil', 'bapa', 'surga', 'sabam', 'sirait']",-5,negative,-1
Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia,"Tim medis China diterbangkan ke Indonesia untuk membantu penanganan Virus Corona.
 mungkin saja pengalaman mereka menangani corona bisa bermanfaat.
 asalkan tdk membawa virus lagi aja. Kalo CEBONG ada yg kenak CORONA yg gak mau di sembuhkan di suntik mati aja itu.",tim medis diterbangkan indonesia membantu penanganan virus corona mungkin pengalaman menangani corona bermanfaat asalkan tdk membawa virus aja kalo cebong kenak corona yg gak mau sembuhkan suntik mati aja,"['tim', 'medis', 'diterbangkan', 'indonesia', 'membantu', 'penanganan', 'virus', 'corona', 'mungkin', 'pengalaman', 'menangani', 'corona', 'bermanfaat', 'asalkan', 'tdk', 'membawa', 'virus', 'aja', 'kalo', 'cebong', 'kenak', 'corona', 'yg', 'gak', 'mau', 'sembuhkan', 'suntik', 'mati', 'aja']",<FreqDist with 25 samples and 29 outcomes>,"['tim', 'medis', 'terbang', 'indonesia', 'bantu', 'tangan', 'virus', 'corona', 'mungkin', 'alam', 'tangan', 'corona', 'manfaat', 'asal', 'tdk', 'bawa', 'virus', 'aja', 'kalo', 'cebong', 'nak', 'corona', 'yg', 'gak', 'mau', 'sembuh', 'suntik', 'mati', 'aja']",8,positive,1
Hujan batu seperti serpihan meteor menuju bumi di Purwakarta,"INALILLAHI WAINAILAIHI RAJIOUN..MARI KITA BERDOA SEMOGA TIDAK TERJADI BENCANA ALAM YANG LEBIH BESAR…. HUJAN BATU SEBESAR RUMAH TELAH JATUH DI PURWAKARTA, INDONESIA, SEPERTINYA SERPIHAN METEOR YANG MENUJU BUMI..MARI ISTIGHFAR DAN BERDOA KEPADA ALLAH SWT",inalillahi wainailaihi rajiounmari berdoa semoga terjadi bencana alam lebih besar… hujan batu sebesar rumah jatuh purwakarta indonesia sepertinya serpihan meteor menuju bumimari istighfar berdoa allah swt,"['inalillahi', 'wainailaihi', 'rajiounmari', 'berdoa', 'semoga', 'terjadi', 'bencana', 'alam', 'lebih', 'besar…', 'hujan', 'batu', 'sebesar', 'rumah', 'jatuh', 'purwakarta', 'indonesia', 'sepertinya', 'serpihan', 'meteor', 'menuju', 'bumimari', 'istighfar', 'berdoa', 'allah', 'swt']",<FreqDist with 25 samples and 26 outcomes>,"['inalillahi', 'wainailaihi', 'rajiounmari', 'doa', 'moga', 'jadi', 'bencana', 'alam', 'lebih', 'besar', 'hujan', 'batu', 'besar', 'rumah', 'jatuh', 'purwakarta', 'indonesia', 'seperti', 'serpih', 'meteor', 'tuju', 'bumimari', 'istighfar', 'doa', 'allah', 'swt']",-7,negative,-1
Gusti Kanjeng Ratu  Condrokirono Tidak Memberikan Izin Pengunaan Area Keraton Bukan Karena Isu Sara,"(Kami) belum dapat mengabulkan permohonan menggunakan KgD Masjid Gedhe Karaton serta halaman, Ndalem Pengulon, dan Alun-alun utara sisi barat.",belum mengabulkan permohonan menggunakan kgd masjid gedhe karaton halaman ndalem pengulon alunalun utara sisi barat,"['belum', 'mengabulkan', 'permohonan', 'menggunakan', 'kgd', 'masjid', 'gedhe', 'karaton', 'halaman', 'ndalem', 'pengulon', 'alunalun', 'utara', 'sisi', 'barat']",<FreqDist with 15 samples and 15 outcomes>,"['belum', 'kabul', 'mohon', 'guna', 'kgd', 'masjid', 'gedhe', 'karaton', 'halaman', 'ndalem', 'kulon', 'alunalun', 'utara', 'sisi', 'barat']",0,negative,-1
